plate,rodent_uid,blood_sample,blood_sample_id,450,630,450-630,Result,,
4,6_LAL_013,TRUE,107,0.051,0.015,0.036,0.210526316,,negative
4,6_LAL_014,TRUE,108,0.086,0.056,0.03,0.175438596,,negative
4,6_LAL_015,TRUE,109,0.111,0.091,0.02,0.116959064,,negative
4,1_SEI_001,TRUE,110,0.248,0.169,0.079,0.461988304,,negative
4,1_SEI_002,TRUE,111,0.103,0.075,0.028,0.16374269,,negative
4,1_SEI_003,TRUE,112,0.124,0.091,0.033,0.192982456,,negative
4,1_SEI_004,TRUE,113,0.244,0.076,0.168,0.98245614,,equivocal
4,1_SEI_005,TRUE,114,0.2,0.181,0.019,0.111111111,,negative
4,1_SEI_006,TRUE,115,0.06,0.011,0.049,0.286549708,,negative
4,1_SEI_007,TRUE,116,0.102,0.051,0.051,0.298245614,,negative
4,1_SEI_028,TRUE,368,0.138,0.089,0.049,0.286549708,,negative
4,1_SEI_029,TRUE,369,0.133,0.093,0.04,0.233918129,,negative
4,1_SEI_030,TRUE,370,0.097,0.057,0.04,0.233918129,,negative
4,1_SEI_031,TRUE,371,0.129,0.078,0.051,0.298245614,,negative
4,1_SEI_032,TRUE,372,0.18,0.074,0.106,0.619883041,,negative
4,1_SEI_033,TRUE,373,0.189,0.155,0.034,0.198830409,,negative
4,1_SEI_034,TRUE,374,0.073,0.021,0.052,0.304093567,,negative
4,1_SEI_035,TRUE,375,0.145,0.045,0.1,0.584795322,,negative
4,1_SEI_036,TRUE,376,0.138,0.107,0.031,0.18128655,,negative
4,1_SEI_037,TRUE,377,0.196,0.096,0.1,0.584795322,,negative
4,1_SEI_038,TRUE,378,0.108,0.049,0.059,0.34502924,,negative
4,1_SEI_039,TRUE,379,0.11,0.08,0.03,0.175438596,,negative
4,1_SEI_040,TRUE,380,0.113,0.081,0.032,0.187134503,,negative
4,1_SEI_041,TRUE,381,0.187,0.161,0.026,0.152046784,,negative
4,1_SEI_042,TRUE,382,0.079,0.035,0.044,0.257309942,,negative
4,1_SEI_043,TRUE,383,0.079,0.047,0.032,0.187134503,,negative
4,2_SEI_001,TRUE,117,0.121,0.091,0.03,0.175438596,,negative
4,2_SEI_002,TRUE,118,0.108,0.077,0.031,0.18128655,,negative
4,2_SEI_003,TRUE,119,0.073,0.036,0.037,0.216374269,,negative
4,2_SEI_004,TRUE,120,0.344,0.071,0.273,1.596491228,,positive
4,2_SEI_005,TRUE,121,0.103,0.059,0.044,0.257309942,,negative
4,2_SEI_006,TRUE,122,0.163,0.134,0.029,0.169590643,,negative
4,2_SEI_007,TRUE,123,0.051,0.014,0.037,0.216374269,,negative
4,2_SEI_008,TRUE,124,0.077,0.036,0.041,0.239766082,,negative
4,2_SEI_009,TRUE,125,0.153,0.07,0.083,0.485380117,,negative
4,2_SEI_010,TRUE,126,0.141,0.08,0.061,0.356725146,,negative
4,2_SEI_011,TRUE,127,0.091,0.041,0.05,0.292397661,,negative
4,2_SEI_012,TRUE,128,0.125,0.09,0.035,0.204678363,,negative
4,2_SEI_013,TRUE,129,0.19,0.057,0.133,0.777777778,,negative
4,2_SEI_014,TRUE,130,0.188,0.143,0.045,0.263157895,,negative
4,2_SEI_015,TRUE,131,0.041,0.006,0.035,0.204678363,,negative
4,2_SEI_016,TRUE,132,0.064,0.039,0.025,0.14619883,,negative
4,2_SEI_017,TRUE,133,0.101,0.072,0.029,0.169590643,,negative
4,2_SEI_018,TRUE,134,0.121,0.087,0.034,0.198830409,,negative
4,2_SEI_019,TRUE,135,0.093,0.066,0.027,0.157894737,,negative
4,2_SEI_020,TRUE,136,0.111,0.085,0.026,0.152046784,,negative
4,2_SEI_021,TRUE,137,0.075,0.051,0.024,0.140350877,,negative
4,2_SEI_022,TRUE,138,0.179,0.154,0.025,0.14619883,,negative
4,2_SEI_023,TRUE,139,0.052,0.009,0.043,0.251461988,,negative
4,2_SEI_024,TRUE,140,0.064,0.031,0.033,0.192982456,,negative
4,2_SEI_025,TRUE,141,0.109,0.074,0.035,0.204678363,,negative
4,2_SEI_026,TRUE,142,0.16,0.089,0.071,0.415204678,,negative
4,2_SEI_027,TRUE,143,0.071,0.045,0.026,0.152046784,,negative
4,2_SEI_028,TRUE,144,0.098,0.067,0.031,0.18128655,,negative
4,2_SEI_029,TRUE,145,0.087,0.062,0.025,0.14619883,,negative
4,2_SEI_030,TRUE,146,0.164,0.148,0.016,0.093567251,,negative
4,2_SEI_031,TRUE,147,0.051,0.008,0.043,0.251461988,,negative
4,2_SEI_032,TRUE,148,0.452,0.028,0.424,2.479532164,,positive
4,2_SEI_033,TRUE,149,0.116,0.072,0.044,0.257309942,,negative
4,2_SEI_034,TRUE,150,0.117,0.071,0.046,0.269005848,,negative
4,2_SEI_035,TRUE,151,0.079,0.033,0.046,0.269005848,,negative
4,2_SEI_036,TRUE,152,0.087,0.05,0.037,0.216374269,,negative
4,2_SEI_037,TRUE,153,0.091,0.044,0.047,0.274853801,,negative
4,2_SEI_038,TRUE,154,0.155,0.13,0.025,0.14619883,,negative
4,2_SEI_039,TRUE,155,0.158,0.01,0.148,0.865497076,,negative
4,2_SEI_040,TRUE,156,0.071,0.046,0.025,0.14619883,,negative
4,2_SEI_041,TRUE,157,0.091,0.064,0.027,0.157894737,,negative
4,2_SEI_042,TRUE,158,0.124,0.086,0.038,0.222222222,,negative
4,2_SEI_043,TRUE,159,0.063,0.043,0.02,0.116959064,,negative
4,2_SEI_044,TRUE,160,0.079,0.059,0.02,0.116959064,,negative
4,2_SEI_045,TRUE,161,0.074,0.049,0.025,0.14619883,,negative
4,2_SEI_046,TRUE,162,0.156,0.145,0.011,0.064327485,,negative
5,NA,,neg,0.07,0.05,0.02,0.17,,
5,NA,,neg,0.15,,,,,
5,NA,,neg,0.179,,,,,
5,NA,,pos,1.582,0.144,1.438,8.458823529,,positive
5,2_SEI_047,TRUE,163,0.176,0.096,0.08,0.470588235,,negative
5,2_SEI_048,TRUE,164,0.286,0.131,0.155,0.911764706,,equivocal
5,2_SEI_049,TRUE,165,0.155,0.117,0.038,0.223529412,,negative
5,2_SEI_050,TRUE,166,0.21,0.192,0.018,0.105882353,,negative
5,2_SEI_051,TRUE,167,0.067,0.037,0.03,0.176470588,,negative
5,2_SEI_052,TRUE,168,0.154,0.096,0.058,0.341176471,,negative
5,2_SEI_053,TRUE,169,0.251,0.123,0.128,0.752941176,,negative
5,2_SEI_054,TRUE,170,0.175,0.146,0.029,0.170588235,,negative
5,2_SEI_055,TRUE,171,0.136,0.092,0.044,0.258823529,,negative
5,2_SEI_056,TRUE,172,0.223,0.134,0.089,0.523529412,,negative
5,3_SEI_001,TRUE,173,0.149,0.113,0.036,0.211764706,,negative
5,3_SEI_002,TRUE,174,0.363,0.206,0.157,0.923529412,,equivocal
5,3_SEI_003,TRUE,175,0.335,0.034,0.301,1.770588235,,positive
5,3_SEI_004,TRUE,176,0.123,0.1,0.023,0.135294118,,negative
5,3_SEI_005,TRUE,177,0.144,0.109,0.035,0.205882353,,negative
5,3_SEI_006,TRUE,178,0.237,0.129,0.108,0.635294118,,negative
5,3_SEI_007,TRUE,179,1.001,0.084,0.917,5.394117647,,positive
5,3_SEI_009,FALSE,180,0.143,0.11,0.033,0.194117647,,negative
5,3_SEI_010,TRUE,181,0.184,0.096,0.088,0.517647059,,negative
5,3_SEI_011,TRUE,182,0.248,0.183,0.065,0.382352941,,negative
5,3_SEI_012,TRUE,183,0.168,0.026,0.142,0.835294118,,negative
5,3_SEI_013,TRUE,184,0.085,0.057,0.028,0.164705882,,negative
5,3_SEI_014,TRUE,185,0.193,0.094,0.099,0.582352941,,negative
5,3_SEI_015,TRUE,186,0.263,0.108,0.155,0.911764706,,equivocal
5,3_SEI_016,TRUE,187,0.141,0.072,0.069,0.405882353,,negative
5,3_SEI_017,TRUE,188,0.138,0.122,0.016,0.094117647,,negative
5,3_SEI_018,TRUE,189,0.183,0.07,0.113,0.664705882,,negative
5,3_SEI_019,TRUE,190,0.198,0.155,0.043,0.252941176,,negative
5,3_SEI_020,TRUE,191,0.255,0.029,0.226,1.329411765,,positive
5,3_SEI_021,FALSE,192,0.099,0.063,0.036,0.211764706,,negative
5,3_SEI_022,TRUE,193,0.255,0.083,0.172,1.011764706,,equivocal
5,3_SEI_023,TRUE,194,0.159,0.109,0.05,0.294117647,,negative
5,3_SEI_008,TRUE,442,0.232,0.064,0.168,0.988235294,,equivocal
5,3_SEI_024,TRUE,195,0.193,0.081,0.112,0.658823529,,negative
5,4_SEI_001,TRUE,196,0.144,0.074,0.07,0.411764706,,negative
5,4_SEI_002,TRUE,197,0.181,0.156,0.025,0.147058824,,negative
5,4_SEI_003,TRUE,198,0.137,0.025,0.112,0.658823529,,negative
5,4_SEI_004,TRUE,199,0.057,0.039,0.018,0.105882353,,negative
5,4_SEI_005,TRUE,200,0.143,0.068,0.075,0.441176471,,negative
5,4_SEI_006,TRUE,201,0.112,0.088,0.024,0.141176471,,negative
5,4_SEI_007,TRUE,202,0.06,0.038,0.022,0.129411765,,negative
5,4_SEI_008,TRUE,203,0.112,0.07,0.042,0.247058824,,negative
5,4_SEI_009,TRUE,204,0.14,0.057,0.083,0.488235294,,negative
5,4_SEI_010,TRUE,205,0.949,0.124,0.825,4.852941176,,positive
5,4_SEI_011,TRUE,206,0.052,0.027,0.025,0.147058824,,negative
5,4_SEI_012,TRUE,207,0.062,0.034,0.028,0.164705882,,negative
5,4_SEI_013,TRUE,208,0.086,0.061,0.025,0.147058824,,negative
5,4_SEI_014,TRUE,209,0.205,0.072,0.133,0.782352941,,negative
5,4_SEI_015,TRUE,210,0.066,0.041,0.025,0.147058824,,negative
5,4_SEI_016,TRUE,211,0.167,0.055,0.112,0.658823529,,negative
5,4_SEI_017,TRUE,212,0.104,0.059,0.045,0.264705882,,negative
5,4_SEI_018,TRUE,213,0.166,0.121,0.045,0.264705882,,negative
5,4_SEI_019,TRUE,214,0.051,0.029,0.022,0.129411765,,negative
5,4_SEI_020,TRUE,215,0.063,0.047,0.016,0.094117647,,negative
5,4_SEI_021,TRUE,216,0.103,0.061,0.042,0.247058824,,negative
5,4_SEI_022,TRUE,217,0.092,0.072,0.02,0.117647059,,negative
5,4_SEI_023,TRUE,218,0.053,0.037,0.016,0.094117647,,negative
5,5_SEI_001,TRUE,219,0.177,0.051,0.126,0.741176471,,negative
5,5_SEI_002,TRUE,220,0.131,0.05,0.081,0.476470588,,negative
5,5_SEI_003,TRUE,221,0.148,0.115,0.033,0.194117647,,negative
5,5_SEI_004,TRUE,222,0.094,0.024,0.07,0.411764706,,negative
5,5_SEI_005,TRUE,223,0.074,0.048,0.026,0.152941176,,negative
5,5_SEI_006,TRUE,224,0.138,0.06,0.078,0.458823529,,negative
5,5_SEI_007,TRUE,225,0.11,0.077,0.033,0.194117647,,negative
5,5_SEI_008,TRUE,226,0.07,0.043,0.027,0.158823529,,negative
5,5_SEI_009,TRUE,227,0.076,0.08,-0.004,-0.023529412,,negative
5,5_SEI_010,TRUE,228,0.064,0.065,-0.001,-0.005882353,,negative
5,5_SEI_011,TRUE,229,0.13,0.11,0.02,0.117647059,,negative
5,5_SEI_012,TRUE,230,0.069,0.029,0.04,0.235294118,,negative
5,5_SEI_013,TRUE,231,0.082,0.049,0.033,0.194117647,,negative
5,5_SEI_014,TRUE,232,0.122,0.093,0.029,0.170588235,,negative
5,5_SEI_015,TRUE,233,0.139,0.076,0.063,0.370588235,,negative
5,5_SEI_016,TRUE,234,0.073,0.091,-0.018,-0.105882353,,negative
5,5_SEI_017,TRUE,235,0.107,0.139,-0.032,-0.188235294,,negative
5,5_SEI_018,TRUE,236,0.09,0.052,0.038,0.223529412,,negative
5,5_SEI_019,FALSE,237,0.168,0.117,0.051,0.3,,negative
5,5_SEI_020,TRUE,238,0.645,0.03,0.615,3.617647059,,positive
5,5_SEI_021,TRUE,239,0.076,0.033,0.043,0.252941176,,negative
5,5_SEI_022,TRUE,240,0.09,0.048,0.042,0.247058824,,negative
5,5_SEI_023,TRUE,241,0.098,0.065,0.033,0.194117647,,negative
5,5_SEI_024,TRUE,242,0.067,0.048,0.019,0.111764706,,negative
5,5_SEI_025,TRUE,243,0.102,0.064,0.038,0.223529412,,negative
5,5_SEI_026,TRUE,244,0.072,0.052,0.02,0.117647059,,negative
5,5_SEI_027,TRUE,245,0.166,0.106,0.06,0.352941176,,negative
5,5_SEI_028,TRUE,246,0.056,0.037,0.019,0.111764706,,negative
5,5_SEI_029,TRUE,247,0.063,0.043,0.02,0.117647059,,negative
5,5_SEI_030,TRUE,248,0.185,0.047,0.138,0.811764706,,negative
5,5_SEI_031,TRUE,249,0.068,0.054,0.014,0.082352941,,negative
5,5_SEI_032,TRUE,250,0.07,0.047,0.023,0.135294118,,negative
5,5_SEI_033,TRUE,251,0.068,0.047,0.021,0.123529412,,negative
5,5_SEI_034,TRUE,252,0.084,0.057,0.027,0.158823529,,negative
5,5_SEI_035,TRUE,253,0.143,0.106,0.037,0.217647059,,negative
6,NA,,neg,0.051,0.05,0.001,0.165333333,,
6,NA,,neg,0.109,0.086,0.023,,,
6,NA,,neg,0.14,0.118,0.022,,,
6,NA,,pos,1.319,0.149,1.17,7.076612903,,positive
6,5_SEI_036,TRUE,254,0.122,0.102,0.02,0.120967742,,negative
6,5_SEI_037,TRUE,255,0.141,0.116,0.025,0.151209677,,negative
6,5_SEI_038,TRUE,256,0.139,0.115,0.024,0.14516129,,negative
6,5_SEI_039,TRUE,257,0.263,0.22,0.043,0.260080645,,negative
6,5_SEI_040,TRUE,258,0.048,0.022,0.026,0.157258065,,negative
6,5_SEI_041,TRUE,259,0.084,0.067,0.017,0.102822581,,negative
6,5_SEI_042,TRUE,260,0.124,0.105,0.019,0.114919355,,negative
6,5_SEI_043,TRUE,261,0.133,0.118,0.015,0.090725806,,negative
6,5_SEI_044,TRUE,262,0.081,0.066,0.015,0.090725806,,negative
6,6_SEI_001,,263,0.13,0.111,0.019,0.114919355,,negative
6,6_SEI_002,,264,0.132,0.107,0.025,0.151209677,,negative
6,6_SEI_003,,265,0.225,0.176,0.049,0.296370968,,negative
6,6_SEI_004,,266,0.042,0.023,0.019,0.114919355,,negative
6,6_SEI_005,,443,0.07,0.058,0.012,0.072580645,,negative
6,6_SEI_006,,444,0.114,0.102,0.012,0.072580645,,negative
6,6_SEI_007,,445,0.133,0.118,0.015,0.090725806,,negative
6,6_SEI_008,,446,0.074,0.065,0.009,0.054435484,,negative
6,6_SEI_009,,447,0.126,0.113,0.013,0.078629032,,negative
6,6_SEI_010,,448,0.117,0.107,0.01,0.060483871,,negative
6,6_SEI_011,,267,0.182,0.175,0.007,0.04233871,,negative
6,6_SEI_012,,268,0.063,0.035,0.028,0.169354839,,negative
6,6_SEI_013,,269,0.067,0.057,0.01,0.060483871,,negative
6,6_SEI_014,,270,0.118,0.101,0.017,0.102822581,,negative
6,6_SEI_015,,271,0.148,0.11,0.038,0.22983871,,negative
6,6_SEI_016,,272,0.091,0.067,0.024,0.14516129,,negative
6,6_SEI_017,,273,0.101,0.089,0.012,0.072580645,,negative
6,6_SEI_018,,274,0.122,0.105,0.017,0.102822581,,negative
6,6_SEI_019,,275,0.163,0.154,0.009,0.054435484,,negative
6,6_SEI_020,,276,0.048,0.03,0.018,0.108870968,,negative
6,6_SEI_021,,277,0.072,0.061,0.011,0.066532258,,negative
6,1_LAM_001,,278,0.229,0.119,0.11,0.665322581,,negative
6,1_LAM_002,,279,0.147,0.108,0.039,0.235887097,,negative
6,1_LAM_003,,280,0.131,0.056,0.075,0.453629032,,negative
6,1_LAM_004,,281,0.131,0.083,0.048,0.290322581,,negative
6,1_LAM_005,,282,0.112,0.094,0.018,0.108870968,,negative
6,2_LAM_001,,283,0.162,0.14,0.022,0.133064516,,negative
6,2_LAM_002,,284,0.063,0.02,0.043,0.260080645,,negative
6,2_LAM_003,,285,0.091,0.041,0.05,0.302419355,,negative
6,2_LAM_004,,286,0.114,0.075,0.039,0.235887097,,negative
6,2_LAM_005,,287,0.096,0.075,0.021,0.127016129,,negative
6,2_LAM_006,,288,0.143,0.044,0.099,0.598790323,,negative
6,2_LAM_007,,289,0.117,0.069,0.048,0.290322581,,negative
6,2_LAM_008,,290,0.105,0.08,0.025,0.151209677,,negative
6,2_LAM_009,,291,0.154,0.124,0.03,0.181451613,,negative
6,2_LAM_010,,292,0.05,0.027,0.023,0.139112903,,negative
6,2_LAM_011,,293,0.061,0.04,0.021,0.127016129,,negative
6,2_LAM_012,,294,0.075,0.058,0.017,0.102822581,,negative
6,2_LAM_013,,295,0.105,0.082,0.023,0.139112903,,negative
6,2_LAM_014,,296,0.072,0.061,0.011,0.066532258,,negative
6,2_LAM_015,,297,0.098,0.079,0.019,0.114919355,,negative
6,2_LAM_016,,298,0.078,0.042,0.036,0.217741935,,negative
6,2_LAM_017,,299,0.174,0.139,0.035,0.211693548,,negative
6,2_LAM_018,,300,0.095,0.02,0.075,0.453629032,,negative
6,2_LAM_019,,301,0.113,0.032,0.081,0.489919355,,negative
6,2_LAM_020,,302,0.082,0.059,0.023,0.139112903,,negative
6,2_LAM_021,,303,0.129,0.073,0.056,0.338709677,,negative
6,2_LAM_022,,304,0.069,0.033,0.036,0.217741935,,negative
6,2_LAM_023,,305,0.089,0.057,0.032,0.193548387,,negative
6,2_LAM_024,,306,0.075,0.053,0.022,0.133064516,,negative
6,2_LAM_025,,307,0.129,0.104,0.025,0.151209677,,negative
6,2_LAM_026,,308,0.047,0.026,0.021,0.127016129,,negative
6,2_LAM_027,,309,0.067,0.034,0.033,0.199596774,,negative
6,2_LAM_028,,310,0.118,0.058,0.06,0.362903226,,negative
6,2_LAM_029,,311,0.118,0.069,0.049,0.296370968,,negative
6,2_LAM_030,,312,0.073,0.051,0.022,0.133064516,,negative
6,2_LAM_031,,313,0.102,0.05,0.052,0.314516129,,negative
6,2_LAM_032,,314,0.12,0.048,0.072,0.435483871,,negative
6,2_LAM_033,,315,0.205,0.099,0.106,0.641129032,,negative
6,2_LAM_034,,316,0.09,0.022,0.068,0.411290323,,negative
6,2_LAM_035,,317,0.075,0.039,0.036,0.217741935,,negative
6,2_LAM_036,,318,0.082,0.052,0.03,0.181451613,,negative
6,3_LAM_001,,319,0.1,0.081,0.019,0.114919355,,negative
6,3_LAM_002,,320,0.056,0.034,0.022,0.133064516,,negative
6,3_LAM_003,,321,0.071,0.049,0.022,0.133064516,,negative
6,3_LAM_004,,322,0.075,0.043,0.032,0.193548387,,negative
6,3_LAM_005,,323,0.187,0.101,0.086,0.52016129,,negative
